Month,Cost_EUR,Accumulated_Cost,Coal_Bought,Oil_Bought,Gas_Bought,Coal_Generated,Oil_Generated,Gas_Generated,Coal_Stored,Oil_Stored,Gas_Stored
2020-01-31,21980088.061524034,21980088.061524034,864000.0,0.0,1494344.727272727,328320.0,0.0,821889.5999999999,0.0,0.0,0.0
2020-02-29,28462244.30603043,50442332.36755446,864000.0,0.0,2592000.0,328320.0,0.0,767255.3999999999,0.0,0.0,1196990.181818182
2020-03-31,6710260.027528471,57152592.395082936,864000.0,0.0,242247.27272727224,328320.0,0.0,791580.5999999999,0.0,0.0,0.0
2020-04-30,12096993.143674448,69249585.53875738,305235.78947368416,0.0,1570909.0909090908,115989.59999999998,0.0,864000.0,0.0,0.0,0.0
2020-05-31,13741382.44509904,82990967.98385642,617763.1578947366,0.0,2225454.5454545454,112407.59999999998,0.0,892800.0,321953.6842105261,0.0,602181.8181818181
2020-06-30,18344908.85888263,101335876.84273905,864000.0,0.0,2592000.0,122342.3999999999,0.0,864000.0,864000.0,0.0,1623272.7272727273
2020-07-31,14893028.343731027,116228905.18647008,173808.9473684208,0.0,2592000.0,66047.3999999999,0.0,892800.0,864000.0,0.0,2592000.0
2020-08-31,15582968.480647901,131811873.66711798,393563.68421052623,0.0,1623272.7272727273,149554.19999999995,0.0,892800.0,864000.0,0.0,2592000.0
2020-09-30,19281853.151066918,151093726.8181849,864000.0,0.0,1236256.3636363635,328320.0,0.0,679941.0,864000.0,0.0,2592000.0
2020-10-31,5609748.050908509,156703474.86909342,864000.0,0.0,0.0,328320.0,0.0,778683.5999999999,864000.0,0.0,1176211.6363636367
2020-11-30,8854552.799095519,165558027.66818893,864000.0,0.0,262307.99999999977,328320.0,0.0,791185.8,864000.0,0.0,0.0
2020-12-31,77183252.58514461,242741280.25333354,864000.0,864000.0,2592000.0,328320.0,0.0,812208.0,864000.0,864000.0,1115258.1818181819
2021-01-31,48314353.87376576,291055634.1270993,864000.0,42192.72727272685,1974196.3636363635,328320.0,13923.59999999986,892800.0,864000.0,864000.0,1466181.8181818181
2021-02-28,55803475.99723311,346859110.12433237,864000.0,104663.63636363637,2592000.0,328320.0,34539.0,806400.0,864000.0,864000.0,2592000.0
2021-03-31,33632122.076067396,380491232.20039976,864000.0,0.0,1534553.4545454544,328320.0,0.0,844004.3999999999,864000.0,864000.0,2592000.0
2021-04-30,35156004.608473256,415647236.808873,864000.0,0.0,1399421.4545454546,328320.0,0.0,769681.8,864000.0,864000.0,2592000.0
2021-05-31,10800693.4631096,426447930.2719826,864000.0,0.0,102353.45454545412,328320.0,0.0,763798.2,864000.0,864000.0,1305629.4545454544
2021-06-30,85966224.38495949,512414154.6569421,864000.0,0.0,2592000.0,328320.0,0.0,718096.2,864000.0,864000.0,2592000.0
2021-07-31,59834638.37072644,572248793.0276686,864000.0,0.0,1304020.3636363635,328320.0,0.0,717211.2,864000.0,864000.0,2592000.0
2021-08-31,74855390.83685702,647104183.8645256,864000.0,0.0,1357520.727272727,328320.0,0.0,746636.3999999999,864000.0,864000.0,2592000.0
2021-09-30,105979073.58567733,753083257.450203,864000.0,0.0,1370091.2727272727,328320.0,0.0,753550.2,864000.0,864000.0,2592000.0
2021-10-31,23342799.96798207,776426057.418185,864000.0,0.0,0.0,328320.0,285120.0,497334.0,864000.0,0.0,1687756.3636363638
2021-11-30,14163196.823821338,790589254.2420063,864000.0,0.0,0.0,328320.0,0.0,838879.2,864000.0,0.0,162521.45454545482
2021-12-31,170634846.33970976,961224100.5817161,864000.0,864000.0,984845.4545454544,328320.0,285120.0,631051.8,864000.0,0.0,0.0
2022-01-31,279286056.34204376,1240510156.92376,864000.0,864000.0,2592000.0,328320.0,6074.399999999907,892800.0,864000.0,845592.7272727275,968727.2727272727
2022-02-28,277402007.39156365,1517912164.3153236,864000.0,822076.3636363635,2592000.0,328320.0,265210.80000000005,532800.0,864000.0,864000.0,2592000.0
2022-03-31,0.0,1517912164.3153236,0.0,0.0,0.0,328320.0,0.0,807691.2,0.0,864000.0,1123470.5454545456
2022-04-30,30435061.042183626,1548347225.3575072,864000.0,0.0,0.0,328320.0,88299.59999999974,617908.8000000002,0.0,596425.4545454553,0.0
2022-05-31,265497964.17776632,1813845189.5352736,864000.0,0.0,2486486.1818181816,328320.0,0.0,708918.0,0.0,596425.4545454553,1197544.3636363635
2022-06-30,328872753.6371391,2142717943.1724126,864000.0,267574.5454545447,2592000.0,328320.0,0.0,658649.3999999999,0.0,864000.0,2592000.0
2022-07-31,97569237.3729147,2240287180.545327,864000.0,864000.0,0.0,328320.0,285120.0,324403.79999999993,0.0,864000.0,2002174.9090909092
2022-08-31,93563776.32566929,2333850956.8709965,864000.0,864000.0,0.0,328320.0,285120.0,405277.79999999993,0.0,864000.0,1265306.181818182
2022-09-30,90588665.02859989,2424439621.899596,864000.0,864000.0,0.0,328320.0,285120.0,371536.79999999993,0.0,864000.0,589784.7272727278
2022-10-31,50027496.520148195,2474467118.4197445,864000.0,0.0,166157.454545454,328320.0,285120.0,415768.19999999995,0.0,0.0,0.0
2022-11-30,181550116.98516065,2656017235.4049053,864000.0,864000.0,882385.0909090909,328320.0,285120.0,485311.80000000005,0.0,0.0,0.0
2022-12-31,181862081.88077527,2837879317.285681,864000.0,864000.0,932554.909090909,328320.0,285120.0,512905.19999999995,0.0,0.0,0.0
