Month,Cost_EUR,Accumulated_Cost,Coal_Bought,Oil_Bought,Gas_Bought,Coal_Generated,Oil_Generated,Gas_Generated,Coal_Stored,Oil_Stored,Gas_Stored
2021-09-30,123935334.29349245,687904357.2235632,779115.7894736843,0.0,1673120.290909091,288000.0,29125.31999999995,764744.88,728589.4736842106,775741.4545454547,2592000.0
2021-10-31,22715624.653250515,710619981.8768137,523452.6315789475,172800.0,0.0,297600.0,57024.0,756150.0,468884.21052631584,775741.4545454547,1217181.8181818181
2021-11-30,60345355.2049251,770965337.0817387,864000.0,172800.0,454331.99999999994,288000.0,255994.68000000005,623204.5199999999,574989.4736842106,172800.0,538414.690909091
2021-12-31,133476310.74310602,904441647.8248447,823578.9473684211,864000.0,669595.9636363636,291072.0,252510.48000000004,700909.3200000001,745263.1578947369,530816.7272727272,704558.509090909
2022-01-31,165928823.56124926,1070370471.386094,745263.1578947369,839272.7272727273,1296000.0,297600.0,183329.51999999996,746264.8799999999,707368.4210526316,814545.4545454546,643713.2727272728
2022-02-28,174869940.6514048,1245240412.0374987,432000.0,432000.0,1722706.3636363638,268800.0,268800.0,588730.8,432000.0,432000.0,1296000.0
2022-03-31,39386017.08770171,1284626429.1252005,278652.6315789474,129600.0,150897.59999999998,297600.0,42768.0,795643.2,229894.73684210522,734400.0,907473.6000000001
2022-04-30,93095423.00783987,1377721852.1330404,864000.0,129600.0,534464.8363636362,288000.0,146176.19999999978,600352.2000000002,335999.9999999999,421041.8181818188,350388.98181818164
2022-05-31,275825129.2972853,1653546981.4303257,864000.0,5912.4545454544495,2592000.0,297600.0,0.0,739638.0,416842.10526315775,426954.2727272733,1597592.6181818182
2022-06-30,249332695.68304068,1902879677.1133664,821557.8947368421,347531.81818181765,1809462.5454545452,288000.0,1300.739999999979,697668.6599999999,569936.8421052631,864000.0,2337921.1636363636
2022-07-31,69503045.59864989,1972382722.7120163,518400.0,518400.0,64567.963636363624,297600.0,285120.0,355123.79999999993,305178.9473684209,518400.0,1756809.4909090907
2022-08-31,67511259.50994487,2039893982.2219613,799326.3157894737,518400.0,0.0,297600.0,171072.0,550045.7999999999,321347.36842105247,518400.0,756726.2181818184
2022-09-30,104539357.2183834,2144433339.4403446,448673.68421052664,864000.0,149766.10909090907,288000.0,285120.0,411856.79999999993,119242.10526315792,691200.0,452949.16363636404
2022-10-31,103916185.2819651,2248349524.7223096,799326.3157894737,345600.0,406577.4545454541,297600.0,285120.0,446488.2,135410.5263157895,172800.0,47729.89090909099
2022-11-30,206788094.9174857,2455137619.6397953,779115.7894736843,691200.0,1209326.1818181816,288000.0,228096.0,582655.8,156631.57894736843,172800.0,197681.8909090909
2022-12-31,93001403.26748371,2548139022.907279,391578.94736842107,432000.0,494204.72727272724,297600.0,285120.0,543625.2,0.0,0.0,0.0
