Month,Cost_EUR,Accumulated_Cost,Coal_Bought,Oil_Bought,Gas_Bought,Coal_Generated,Oil_Generated,Gas_Generated,Coal_Stored,Oil_Stored,Gas_Stored
2020-01-31,22185833.590370853,22185833.590370853,757900.0,0.0,1567650.1818181816,288002.0,0.0,862207.5999999999,0.0,0.0,0.0
2020-02-29,18087717.885935225,40273551.47630608,757900.0,0.0,1519657.6363636362,288002.0,0.0,807573.3999999999,0.0,0.0,51342.36363636375
2020-03-31,17290410.879005965,57563962.35531205,757900.0,0.0,1571000.0,279964.1499999999,0.0,839936.45,21152.23684210542,0.0,131124.83636363677
2020-04-30,14427954.313061047,71991916.6683731,757900.0,0.0,1571000.0,240279.93000000002,0.0,739709.67,146736.63157894745,0.0,357198.1636363642
2020-05-31,11137836.73831617,83129753.40668926,757900.0,0.0,1571000.0,209096.9000000001,0.0,796110.6999999998,354381.6315789472,0.0,480724.1636363645
2020-06-30,14719134.930694986,97848888.33738424,757900.0,87273.0,1571000.0,288002.0,0.0,698340.3999999999,386564.84210526315,87273.0,764912.9090909101
2020-07-31,13710000.933906807,111558889.27129105,757900.0,33635.21212121186,1571000.0,157864.42,11099.619999999915,789883.36,729032.1578947369,87273.0,899761.3454545466
2020-08-31,17135477.02485996,128694366.29615101,742474.3157894728,0.0,1571000.0,271170.4599999996,0.0,771183.7400000003,757900.0,87273.0,1068609.0909090915
2020-09-30,22470910.879451383,151165277.1756024,757900.0,0.0,1571000.0,288002.0,0.0,720259.0,757900.0,174546.0,1345288.8000000007
2020-10-31,26956659.463286296,178121936.63888872,757900.0,0.0,1555013.3818181804,288002.0,0.0,819001.5999999999,757900.0,174546.0,1411208.3636363638
2020-11-30,26444429.176186264,204566365.81507498,757900.0,0.0,1571000.0,288002.0,0.0,831503.8,757900.0,174546.0,1470383.2727272727
2020-12-31,45494721.878579035,250061087.693654,757900.0,436365.0,1560523.6363636362,288002.0,0.0,852526.0,757900.0,872730.0,1518590.9090909092
2021-01-31,26403296.67581132,276464384.36946535,757900.0,125744.84848484812,785500.0,288002.0,82991.59999999974,864050.0000000001,757900.0,746985.1515151518,733090.9090909092
2021-02-28,35044393.105855405,311508777.47532076,757900.0,113419.69696969698,1418700.0909090904,288002.0,129796.95000000023,751460.0499999998,757900.0,467080.7575757573,785500.0
2021-03-31,33459642.42143125,344968419.896752,757900.0,0.0,1571000.0,288002.0,20272.399999999787,864050.0000000001,757900.0,689603.7121212126,1335350.0
2021-04-30,36078418.23909356,381046838.13584554,757900.0,0.0,1487467.8727272728,288002.0,0.0,809999.8,757900.0,689603.7121212126,1350090.9636363636
2021-05-31,41219835.95911834,422266674.0949639,757900.0,0.0,1363135.9818181815,288002.0,0.0,804116.2,757900.0,689603.7121212126,1251197.4909090907
2021-06-30,57704006.38684806,479970680.481812,757900.0,117988.75757575728,1494173.9636363636,288002.0,0.0,758414.2000000001,757900.0,848157.3939393943,1453830.8727272728
2021-07-31,63962205.01025344,543932885.4920654,757900.0,52367.545454545354,1396693.2363636363,288002.0,17281.289999999968,740247.91,757900.0,848157.3939393943,1504618.8181818181
2021-08-31,69922577.86357018,613855463.3556356,757900.0,87273.0,1199090.6181818177,288002.0,28800.090000000004,758154.3099999999,757900.0,848157.3939393943,1325247.0545454542
2021-09-30,118254984.76315096,732110448.1187866,757900.0,174546.0,1468917.3818181816,288002.0,53545.70000000005,740322.4999999999,757900.0,872730.0,1571000.0
2021-10-31,51862363.52927538,783972811.648062,757900.0,385050.545454545,137343.59999999983,288002.0,127066.67999999986,695705.3200000001,757900.0,872730.0,443424.83636363596
2021-11-30,150500024.4364496,934472836.0845115,757900.0,174546.0,1571000.0,288002.0,288000.9,591196.2999999999,757900.0,174546.0,939522.4727272724
2021-12-31,146315104.10165054,1080787940.186162,757900.0,872730.0,785500.0,288002.0,209776.46,746713.3400000001,757900.0,673408.7575757577,604165.9272727271
2022-01-31,159685772.54764166,1240473712.7338037,757900.0,872730.0,1199709.4545454544,288002.0,229739.13000000003,709453.2699999999,757900.0,849959.5757575758,513960.34545454546
2022-02-28,146302664.78918442,1386776377.522988,757900.0,436365.0,1285798.0909090908,288002.0,280486.66000000003,557842.14,757900.0,436365.0,785500.0
2022-03-31,74221230.57287319,1460997608.0958612,303160.0,644706.7272727266,152729.53636363635,288002.0,212753.2199999998,635255.9800000002,303160.0,741820.5,333068.66363636334
2022-04-30,205763695.2396248,1666761303.335486,757900.0,349092.0,1541171.2727272727,288002.0,288000.9,458525.4999999999,303160.0,218182.5,1040557.2090909089
2022-05-31,186562645.84644544,1853323949.1819315,757900.0,160962.37878787855,1571000.0,288002.0,9917.449999999924,739318.55,303160.0,349092.0,1267341.6636363633
2022-06-30,221034224.6254863,2074358173.8074179,757900.0,523638.0,1450939.9272727272,288002.0,28800.090000000004,670167.3099999999,378950.0,872730.0,1571000.0
2022-07-31,121224867.51604609,2195583041.323464,454740.0,523638.0,383498.07272727246,288002.0,264203.22,385638.57999999996,75790.0,595752.1818181821,1253337.018181818
2022-08-31,104183351.18724898,2299766392.510713,757900.0,800615.8181818179,80493.61818181816,288002.0,288000.9,442714.8999999999,75790.0,523638.0,528894.4545454545
2022-09-30,116951152.8438519,2416717545.354565,757900.0,872730.0,148717.7818181818,288002.0,288000.9,408973.8999999999,151580.0,698184.0,165482.21818181823
2022-10-31,148027493.01846093,2564745038.373026,757900.0,349092.0,734542.3999999998,288002.0,288000.9,453205.29999999993,151580.0,174546.0,76014.9818181818
